# WFCD warframe-items Relics.json — DE projection uniqueName -> relic identity.
# unique_name	tier	relic_name	refinement
/Lotus/Types/Game/Projections/T1VoidProjectionSevagothPrimeDPlatinum	Lith	G12	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionSevagothPrimeDSilver	Lith	G12	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultABronze	Lith	T11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultAGold	Lith	T11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultAPlatinum	Lith	T11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultASilver	Lith	T11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultBBronze	Lith	G11	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultBGold	Lith	G11	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultBPlatinum	Lith	G11	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaGaraVaultBSilver	Lith	G11	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeABronze	Lith	C6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeAGold	Lith	C6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeAPlatinum	Lith	C6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeASilver	Lith	C6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeBBronze	Lith	M5	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeBGold	Lith	M5	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeBPlatinum	Lith	M5	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeBSilver	Lith	M5	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeCBronze	Lith	N4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeCGold	Lith	N4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeCPlatinum	Lith	N4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionTitaniaPrimeCSilver	Lith	N4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionUBronze	Lith	N3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionUGold	Lith	N3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionUPlatinum	Lith	N3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionUSilver	Lith	N3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionVBronze	Lith	S6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionVGold	Lith	S6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionVPlatinum	Lith	S6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionVSilver	Lith	S6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeABronze	Lith	C14	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeAGold	Lith	C14	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeAPlatinum	Lith	C14	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeASilver	Lith	C14	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeBBronze	Lith	N19	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeBGold	Lith	N19	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeBPlatinum	Lith	N19	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionVorunaPrimeBSilver	Lith	N19	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWBronze	Lith	V4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWGold	Lith	V4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWPlatinum	Lith	V4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWSilver	Lith	V4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultABronze	Lith	L6	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultAGold	Lith	L6	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultAPlatinum	Lith	L6	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultASilver	Lith	L6	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultBBronze	Lith	F3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultBGold	Lith	F3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultBPlatinum	Lith	F3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWispHildrynVaultBSilver	Lith	F3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeABronze	Lith	W3	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeAGold	Lith	W3	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeAPlatinum	Lith	W3	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeASilver	Lith	W3	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeBBronze	Lith	H9	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeBGold	Lith	H9	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeBPlatinum	Lith	H9	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWispPrimeBSilver	Lith	H9	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultABronze	Lith	N13	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultAGold	Lith	N13	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultAPlatinum	Lith	N13	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultASilver	Lith	N13	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultBBronze	Lith	S13	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultBGold	Lith	S13	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultBPlatinum	Lith	S13	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWukongEquinoxVaultBSilver	Lith	S13	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeABronze	Lith	W1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeAGold	Lith	W1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeAPlatinum	Lith	W1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeASilver	Lith	W1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeBBronze	Lith	L1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeBGold	Lith	L1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeBPlatinum	Lith	L1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionWukongPrimeBSilver	Lith	L1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionXBronze	Lith	A2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionXGold	Lith	A2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionXPlatinum	Lith	A2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionXSilver	Lith	A2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeABronze	Lith	X1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeAGold	Lith	X1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeAPlatinum	Lith	X1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeASilver	Lith	X1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeBBronze	Lith	N16	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeBGold	Lith	N16	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeBPlatinum	Lith	N16	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeBSilver	Lith	N16	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeCBronze	Lith	G13	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeCGold	Lith	G13	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeCPlatinum	Lith	G13	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeCSilver	Lith	G13	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeDBronze	Lith	M9	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeDGold	Lith	M9	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeDPlatinum	Lith	M9	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionXakuPrimeDSilver	Lith	M9	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYBronze	Lith	B1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYGold	Lith	B1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYPlatinum	Lith	B1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYSilver	Lith	B1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeABronze	Lith	M10	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeAGold	Lith	M10	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeAPlatinum	Lith	M10	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeASilver	Lith	M10	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeBBronze	Lith	Z4	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeBGold	Lith	Z4	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeBPlatinum	Lith	Z4	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeBSilver	Lith	Z4	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeCBronze	Lith	A8	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeCGold	Lith	A8	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeCPlatinum	Lith	A8	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeCSilver	Lith	A8	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeDBronze	Lith	Q2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeDGold	Lith	Q2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeDPlatinum	Lith	Q2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeDSilver	Lith	Q2	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeEBronze	Lith	Y1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeEGold	Lith	Y1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeEPlatinum	Lith	Y1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionYareliPrimeESilver	Lith	Y1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeABronze	Lith	Z1	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeAGold	Lith	Z1	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeAPlatinum	Lith	Z1	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeASilver	Lith	Z1	Exceptional
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeBBronze	Lith	H2	Intact
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeBGold	Lith	H2	Flawless
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeBPlatinum	Lith	H2	Radiant
/Lotus/Types/Game/Projections/T1VoidProjectionZephyrPrimeBSilver	Lith	H2	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionABronze	Meso	D1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAGold	Meso	D1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAPlatinum	Meso	D1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionASilver	Meso	D1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAlertSarynPrimeBronze	Meso	S9	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAlertSarynPrimeGold	Meso	S9	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAlertSarynPrimePlatinum	Meso	S9	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAlertSarynPrimeSilver	Meso	S9	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAshVaubanVaultABronze	Meso	V6	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAshVaubanVaultAGold	Meso	V6	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAshVaubanVaultAPlatinum	Meso	V6	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAshVaubanVaultASilver	Meso	V6	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeABronze	Meso	W1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeAGold	Meso	W1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeAPlatinum	Meso	W1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeASilver	Meso	W1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeBBronze	Meso	D4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeBGold	Meso	D4	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeBPlatinum	Meso	D4	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeBSilver	Meso	D4	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeCBronze	Meso	E3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeCGold	Meso	E3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeCPlatinum	Meso	E3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasPrimeCSilver	Meso	E3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultABronze	Meso	T6	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultAGold	Meso	T6	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultAPlatinum	Meso	T6	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultASilver	Meso	T6	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultBBronze	Meso	V8	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultBGold	Meso	V8	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultBPlatinum	Meso	V8	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionAtlasVaubanVaultBSilver	Meso	V8	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionBBronze	Meso	N1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionBGold	Meso	N1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionBPlatinum	Meso	N1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionBSilver	Meso	N1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionBansheeMirageVaultABronze	Meso	E5	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionBansheeMirageVaultAGold	Meso	E5	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionBansheeMirageVaultAPlatinum	Meso	E5	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionBansheeMirageVaultASilver	Meso	E5	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeABronze	Meso	R5	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeAGold	Meso	R5	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeAPlatinum	Meso	R5	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeASilver	Meso	R5	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeBBronze	Meso	A4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeBGold	Meso	A4	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeBPlatinum	Meso	A4	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeBSilver	Meso	A4	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeCBronze	Meso	K5	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeCGold	Meso	K5	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeCPlatinum	Meso	K5	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionBaruukPrimeCSilver	Meso	K5	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionCBronze	Meso	C1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionCGold	Meso	C1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionCPlatinum	Meso	C1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionCSilver	Meso	C1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeABronze	Meso	L3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeAGold	Meso	L3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeAPlatinum	Meso	L3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeASilver	Meso	L3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeBBronze	Meso	V11	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeBGold	Meso	V11	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeBPlatinum	Meso	V11	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeBSilver	Meso	V11	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeCBronze	Meso	V12	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeCGold	Meso	V12	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeCPlatinum	Meso	V12	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeCSilver	Meso	V12	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeDBronze	Meso	G9	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeDGold	Meso	G9	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeDPlatinum	Meso	G9	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionCalibanPrimeDSilver	Meso	G9	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeABronze	Meso	S8	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeAGold	Meso	S8	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeAPlatinum	Meso	S8	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeASilver	Meso	S8	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeBBronze	Meso	T3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeBGold	Meso	T3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeBPlatinum	Meso	T3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeBSilver	Meso	T3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeCBronze	Meso	D3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeCGold	Meso	D3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeCPlatinum	Meso	D3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeCSilver	Meso	D3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeDBronze	Meso	R1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeDGold	Meso	R1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeDPlatinum	Meso	R1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionChromaPrimeDSilver	Meso	R1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionChromaZephyrVaultABronze	Meso	R4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionChromaZephyrVaultAGold	Meso	R4	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionChromaZephyrVaultAPlatinum	Meso	R4	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionChromaZephyrVaultASilver	Meso	R4	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionDBronze	Meso	V2	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionDGold	Meso	V2	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionDPlatinum	Meso	V2	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionDSilver	Meso	V2	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEBronze	Meso	N2	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEGold	Meso	N2	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultABronze	Meso	E1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultAGold	Meso	E1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultAPlatinum	Meso	E1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultASilver	Meso	E1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultBBronze	Meso	F3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultBGold	Meso	F3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultBPlatinum	Meso	F3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionELFVaultBSilver	Meso	F3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEPlatinum	Meso	N2	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionESilver	Meso	N2	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultABronze	Meso	S14	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultAGold	Meso	S14	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultAPlatinum	Meso	S14	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultASilver	Meso	S14	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultBBronze	Meso	B10	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultBGold	Meso	B10	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultBPlatinum	Meso	B10	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionEmberRhinosVaultBSilver	Meso	B10	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeABronze	Meso	M3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeAGold	Meso	M3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeAPlatinum	Meso	M3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeASilver	Meso	M3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeBBronze	Meso	Z3	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeBGold	Meso	Z3	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeBPlatinum	Meso	Z3	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeBSilver	Meso	Z3	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeCBronze	Meso	E2	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeCGold	Meso	E2	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeCPlatinum	Meso	E2	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionEquinoxPrimeCSilver	Meso	E2	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionFBronze	Meso	B1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionFGold	Meso	B1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionFPlatinum	Meso	B1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionFSilver	Meso	B1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionFrostMagVaultABronze	Meso	F4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionFrostMagVaultAGold	Meso	F4	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionFrostMagVaultAPlatinum	Meso	F4	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionFrostMagVaultASilver	Meso	F4	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGBronze	Meso	V1	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGGold	Meso	V1	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionGPlatinum	Meso	V1	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionGSilver	Meso	V1	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeABronze	Meso	T5	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeAGold	Meso	T5	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeAPlatinum	Meso	T5	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeASilver	Meso	T5	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeBBronze	Meso	P5	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeBGold	Meso	P5	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeBPlatinum	Meso	P5	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeBSilver	Meso	P5	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeCBronze	Meso	Z4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeCGold	Meso	Z4	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeCPlatinum	Meso	Z4	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionGaraPrimeCSilver	Meso	Z4	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaKhoraVaultABronze	Meso	H8	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaKhoraVaultAGold	Meso	H8	Flawless
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaKhoraVaultAPlatinum	Meso	H8	Radiant
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaKhoraVaultASilver	Meso	H8	Exceptional
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaPrimeABronze	Meso	G4	Intact
/Lotus/Types/Game/Projections/T2VoidProjectionGarudaPrimeAGold	Meso	G4	Flawless
