# WFCD warframe-drop-data relics.json — relic reward table.
# reward_name resolves to a catalog slug at runtime (normalize_name); Forma/Kuva/etc. stay unpriced.
# tier	relic_name	refinement	reward_name	chance
Lith	B5	Exceptional	Rubico Prime Stock	13
Lith	B5	Flawless	Ballistica Prime Blueprint	6
Lith	B5	Flawless	Banshee Prime Neuroptics Blueprint	20
Lith	B5	Flawless	Lex Prime Receiver	20
Lith	B5	Flawless	Oberon Prime Chassis Blueprint	20
Lith	B5	Flawless	Orthos Prime Blade	17
Lith	B5	Flawless	Rubico Prime Stock	17
Lith	B5	Intact	Ballistica Prime Blueprint	2
Lith	B5	Intact	Banshee Prime Neuroptics Blueprint	25.33
Lith	B5	Intact	Lex Prime Receiver	25.33
Lith	B5	Intact	Oberon Prime Chassis Blueprint	25.33
Lith	B5	Intact	Orthos Prime Blade	11
Lith	B5	Intact	Rubico Prime Stock	11
Lith	B5	Radiant	Ballistica Prime Blueprint	10
Lith	B5	Radiant	Banshee Prime Neuroptics Blueprint	16.67
Lith	B5	Radiant	Lex Prime Receiver	16.67
Lith	B5	Radiant	Oberon Prime Chassis Blueprint	16.67
Lith	B5	Radiant	Orthos Prime Blade	20
Lith	B5	Radiant	Rubico Prime Stock	20
Lith	B6	Exceptional	Ballistica Prime Blueprint	4
Lith	B6	Exceptional	Fang Prime Blueprint	23.33
Lith	B6	Exceptional	Lex Prime Barrel	23.33
Lith	B6	Exceptional	Limbo Prime Systems Blueprint	23.33
Lith	B6	Exceptional	Orthos Prime Blueprint	13
Lith	B6	Exceptional	Redeemer Prime Blueprint	13
Lith	B6	Flawless	Ballistica Prime Blueprint	6
Lith	B6	Flawless	Fang Prime Blueprint	20
Lith	B6	Flawless	Lex Prime Barrel	20
Lith	B6	Flawless	Limbo Prime Systems Blueprint	20
Lith	B6	Flawless	Orthos Prime Blueprint	17
Lith	B6	Flawless	Redeemer Prime Blueprint	17
Lith	B6	Intact	Ballistica Prime Blueprint	2
Lith	B6	Intact	Fang Prime Blueprint	25.33
Lith	B6	Intact	Lex Prime Barrel	25.33
Lith	B6	Intact	Limbo Prime Systems Blueprint	25.33
Lith	B6	Intact	Orthos Prime Blueprint	11
Lith	B6	Intact	Redeemer Prime Blueprint	11
Lith	B6	Radiant	Ballistica Prime Blueprint	10
Lith	B6	Radiant	Fang Prime Blueprint	16.67
Lith	B6	Radiant	Lex Prime Barrel	16.67
Lith	B6	Radiant	Limbo Prime Systems Blueprint	16.67
Lith	B6	Radiant	Orthos Prime Blueprint	20
Lith	B6	Radiant	Redeemer Prime Blueprint	20
Lith	B7	Exceptional	Aksomati Prime Barrel	13
Lith	B7	Exceptional	Baza Prime Blueprint	4
Lith	B7	Exceptional	Forma Blueprint	23.33
Lith	B7	Exceptional	Lex Prime Receiver	23.33
Lith	B7	Exceptional	Orthos Prime Blueprint	13
Lith	B7	Exceptional	Tipedo Prime Blueprint	23.33
Lith	B7	Flawless	Aksomati Prime Barrel	17
Lith	B7	Flawless	Baza Prime Blueprint	6
Lith	B7	Flawless	Forma Blueprint	20
Lith	B7	Flawless	Lex Prime Receiver	20
Lith	B7	Flawless	Orthos Prime Blueprint	17
Lith	B7	Flawless	Tipedo Prime Blueprint	20
Lith	B7	Intact	Aksomati Prime Barrel	11
Lith	B7	Intact	Baza Prime Blueprint	2
Lith	B7	Intact	Forma Blueprint	25.33
Lith	B7	Intact	Lex Prime Receiver	25.33
Lith	B7	Intact	Orthos Prime Blueprint	11
Lith	B7	Intact	Tipedo Prime Blueprint	25.33
Lith	B7	Radiant	Aksomati Prime Barrel	20
Lith	B7	Radiant	Baza Prime Blueprint	10
Lith	B7	Radiant	Forma Blueprint	16.67
Lith	B7	Radiant	Lex Prime Receiver	16.67
Lith	B7	Radiant	Orthos Prime Blueprint	20
Lith	B7	Radiant	Tipedo Prime Blueprint	16.67
Lith	B8	Exceptional	Aksomati Prime Blueprint	23.33
Lith	B8	Exceptional	Atlas Prime Chassis Blueprint	13
Lith	B8	Exceptional	Baza Prime Blueprint	4
Lith	B8	Exceptional	Burston Prime Stock	23.33
Lith	B8	Exceptional	Dethcube Prime Systems	23.33
Lith	B8	Exceptional	Ivara Prime Blueprint	13
Lith	B8	Flawless	Aksomati Prime Blueprint	20
Lith	B8	Flawless	Atlas Prime Chassis Blueprint	17
Lith	B8	Flawless	Baza Prime Blueprint	6
Lith	B8	Flawless	Burston Prime Stock	20
Lith	B8	Flawless	Dethcube Prime Systems	20
Lith	B8	Flawless	Ivara Prime Blueprint	17
Lith	B8	Intact	Aksomati Prime Blueprint	25.33
Lith	B8	Intact	Atlas Prime Chassis Blueprint	11
Lith	B8	Intact	Baza Prime Blueprint	2
Lith	B8	Intact	Burston Prime Stock	25.33
Lith	B8	Intact	Dethcube Prime Systems	25.33
Lith	B8	Intact	Ivara Prime Blueprint	11
Lith	B8	Radiant	Aksomati Prime Blueprint	16.67
Lith	B8	Radiant	Atlas Prime Chassis Blueprint	20
Lith	B8	Radiant	Baza Prime Blueprint	10
Lith	B8	Radiant	Burston Prime Stock	16.67
Lith	B8	Radiant	Dethcube Prime Systems	16.67
Lith	B8	Radiant	Ivara Prime Blueprint	20
Lith	B9	Exceptional	Baza Prime Stock	4
Lith	B9	Exceptional	Braton Prime Receiver	13
Lith	B9	Exceptional	Forma Blueprint	23.33
Lith	B9	Exceptional	Lex Prime Barrel	23.33
Lith	B9	Exceptional	Oberon Prime Chassis Blueprint	23.33
Lith	B9	Exceptional	Silva & Aegis Prime Blueprint	13
Lith	B9	Flawless	Baza Prime Stock	6
Lith	B9	Flawless	Braton Prime Receiver	17
Lith	B9	Flawless	Forma Blueprint	20
Lith	B9	Flawless	Lex Prime Barrel	20
Lith	B9	Flawless	Oberon Prime Chassis Blueprint	20
Lith	B9	Flawless	Silva & Aegis Prime Blueprint	17
Lith	B9	Intact	Baza Prime Stock	2
Lith	B9	Intact	Braton Prime Receiver	11
Lith	B9	Intact	Forma Blueprint	25.33
Lith	B9	Intact	Lex Prime Barrel	25.33
Lith	B9	Intact	Oberon Prime Chassis Blueprint	25.33
Lith	B9	Intact	Silva & Aegis Prime Blueprint	11
Lith	B9	Radiant	Baza Prime Stock	10
Lith	B9	Radiant	Braton Prime Receiver	20
Lith	B9	Radiant	Forma Blueprint	16.67
Lith	B9	Radiant	Lex Prime Barrel	16.67
Lith	B9	Radiant	Oberon Prime Chassis Blueprint	16.67
Lith	B9	Radiant	Silva & Aegis Prime Blueprint	20
Lith	C1	Exceptional	2X Forma Blueprint	13
Lith	C1	Exceptional	Carrier Prime Cerebrum	4
Lith	C1	Exceptional	Fang Prime Blade	23.33
Lith	C1	Exceptional	Kavasa Prime Band	13
Lith	C1	Exceptional	Nova Prime Neuroptics Blueprint	23.33
Lith	C1	Exceptional	Nova Prime Systems Blueprint	23.33
Lith	C1	Flawless	2X Forma Blueprint	17
Lith	C1	Flawless	Carrier Prime Cerebrum	6
Lith	C1	Flawless	Fang Prime Blade	20
Lith	C1	Flawless	Kavasa Prime Band	17
Lith	C1	Flawless	Nova Prime Neuroptics Blueprint	20
Lith	C1	Flawless	Nova Prime Systems Blueprint	20
Lith	C1	Intact	2X Forma Blueprint	11
Lith	C1	Intact	Carrier Prime Cerebrum	2
Lith	C1	Intact	Fang Prime Blade	25.33
Lith	C1	Intact	Kavasa Prime Band	11
Lith	C1	Intact	Nova Prime Neuroptics Blueprint	25.33
Lith	C1	Intact	Nova Prime Systems Blueprint	25.33
Lith	C1	Radiant	2X Forma Blueprint	20
Lith	C1	Radiant	Carrier Prime Cerebrum	10
Lith	C1	Radiant	Fang Prime Blade	16.67
Lith	C1	Radiant	Kavasa Prime Band	20
Lith	C1	Radiant	Nova Prime Neuroptics Blueprint	16.67
Lith	C1	Radiant	Nova Prime Systems Blueprint	16.67
Lith	C10	Exceptional	Cobra & Crane Prime Guard	4
Lith	C10	Exceptional	Forma Blueprint	23.33
Lith	C10	Exceptional	Garuda Prime Blueprint	23.33
Lith	C10	Exceptional	Khora Prime Chassis Blueprint	13
Lith	C10	Exceptional	Masseter Prime Handle	23.33
Lith	C10	Exceptional	Nagantaka Prime Receiver	13
Lith	C10	Flawless	Cobra & Crane Prime Guard	6
Lith	C10	Flawless	Forma Blueprint	20
Lith	C10	Flawless	Garuda Prime Blueprint	20
Lith	C10	Flawless	Khora Prime Chassis Blueprint	17
Lith	C10	Flawless	Masseter Prime Handle	20
Lith	C10	Flawless	Nagantaka Prime Receiver	17
Lith	C10	Intact	Cobra & Crane Prime Guard	2
Lith	C10	Intact	Forma Blueprint	25.33
Lith	C10	Intact	Garuda Prime Blueprint	25.33
Lith	C10	Intact	Khora Prime Chassis Blueprint	11
Lith	C10	Intact	Masseter Prime Handle	25.33
Lith	C10	Intact	Nagantaka Prime Receiver	11
Lith	C10	Radiant	Cobra & Crane Prime Guard	10
Lith	C10	Radiant	Forma Blueprint	16.67
Lith	C10	Radiant	Garuda Prime Blueprint	16.67
Lith	C10	Radiant	Khora Prime Chassis Blueprint	20
Lith	C10	Radiant	Masseter Prime Handle	16.67
Lith	C10	Radiant	Nagantaka Prime Receiver	20
Lith	C11	Exceptional	Acceltra Prime Blueprint	23.33
Lith	C11	Exceptional	Braton Prime Barrel	23.33
Lith	C11	Exceptional	Cobra & Crane Prime Guard	4
Lith	C11	Exceptional	Fulmin Prime Stock	13
Lith	C11	Exceptional	Gunsen Prime Blueprint	23.33
Lith	C11	Exceptional	Phantasma Prime Blueprint	13
Lith	C11	Flawless	Acceltra Prime Blueprint	20
Lith	C11	Flawless	Braton Prime Barrel	20
Lith	C11	Flawless	Cobra & Crane Prime Guard	6
Lith	C11	Flawless	Fulmin Prime Stock	17
Lith	C11	Flawless	Gunsen Prime Blueprint	20
Lith	C11	Flawless	Phantasma Prime Blueprint	17
Lith	C11	Intact	Acceltra Prime Blueprint	25.33
Lith	C11	Intact	Braton Prime Barrel	25.33
Lith	C11	Intact	Cobra & Crane Prime Guard	2
Lith	C11	Intact	Fulmin Prime Stock	11
Lith	C11	Intact	Gunsen Prime Blueprint	25.33
Lith	C11	Intact	Phantasma Prime Blueprint	11
Lith	C11	Radiant	Acceltra Prime Blueprint	16.67
Lith	C11	Radiant	Braton Prime Barrel	16.67
Lith	C11	Radiant	Cobra & Crane Prime Guard	10
Lith	C11	Radiant	Fulmin Prime Stock	20
Lith	C11	Radiant	Gunsen Prime Blueprint	16.67
Lith	C11	Radiant	Phantasma Prime Blueprint	20
Lith	C12	Exceptional	Cobra & Crane Prime Guard	4
Lith	C12	Exceptional	Fulmin Prime Stock	13
Lith	C12	Exceptional	Grendel Prime Chassis Blueprint	13
Lith	C12	Exceptional	Okina Prime Blade	23.33
Lith	C12	Exceptional	Sevagoth Prime Systems Blueprint	23.33
Lith	C12	Exceptional	Shade Prime Cerebrum	23.33
Lith	C12	Flawless	Cobra & Crane Prime Guard	6
Lith	C12	Flawless	Fulmin Prime Stock	17
Lith	C12	Flawless	Grendel Prime Chassis Blueprint	17
Lith	C12	Flawless	Okina Prime Blade	20
Lith	C12	Flawless	Sevagoth Prime Systems Blueprint	20
Lith	C12	Flawless	Shade Prime Cerebrum	20
Lith	C12	Intact	Cobra & Crane Prime Guard	2
Lith	C12	Intact	Fulmin Prime Stock	11
Lith	C12	Intact	Grendel Prime Chassis Blueprint	11
Lith	C12	Intact	Okina Prime Blade	25.33
Lith	C12	Intact	Sevagoth Prime Systems Blueprint	25.33
Lith	C12	Intact	Shade Prime Cerebrum	25.33
Lith	C12	Radiant	Cobra & Crane Prime Guard	10
Lith	C12	Radiant	Fulmin Prime Stock	20
Lith	C12	Radiant	Grendel Prime Chassis Blueprint	20
Lith	C12	Radiant	Okina Prime Blade	16.67
Lith	C12	Radiant	Sevagoth Prime Systems Blueprint	16.67
Lith	C12	Radiant	Shade Prime Cerebrum	16.67
Lith	C13	Exceptional	Akbronco Prime Link	13
Lith	C13	Exceptional	Bronco Prime Receiver	23.33
Lith	C13	Exceptional	Caliban Prime Neuroptics Blueprint	4
Lith	C13	Exceptional	Dual Zoren Prime Blueprint	13
Lith	C13	Exceptional	Forma Blueprint	23.33
Lith	C13	Exceptional	Gauss Prime Chassis Blueprint	23.33
Lith	C13	Flawless	Akbronco Prime Link	17
Lith	C13	Flawless	Bronco Prime Receiver	20
Lith	C13	Flawless	Caliban Prime Neuroptics Blueprint	6
Lith	C13	Flawless	Dual Zoren Prime Blueprint	17
Lith	C13	Flawless	Forma Blueprint	20
Lith	C13	Flawless	Gauss Prime Chassis Blueprint	20
Lith	C13	Intact	Akbronco Prime Link	11
Lith	C13	Intact	Bronco Prime Receiver	25.33
Lith	C13	Intact	Caliban Prime Neuroptics Blueprint	2
Lith	C13	Intact	Dual Zoren Prime Blueprint	11
Lith	C13	Intact	Forma Blueprint	25.33
Lith	C13	Intact	Gauss Prime Chassis Blueprint	25.33
Lith	C13	Radiant	Akbronco Prime Link	20
Lith	C13	Radiant	Bronco Prime Receiver	16.67
Lith	C13	Radiant	Caliban Prime Neuroptics Blueprint	10
Lith	C13	Radiant	Dual Zoren Prime Blueprint	20
Lith	C13	Radiant	Forma Blueprint	16.67
Lith	C13	Radiant	Gauss Prime Chassis Blueprint	16.67
Lith	C14	Exceptional	Cedo Prime Blueprint	4
Lith	C14	Exceptional	Forma Blueprint	23.33
Lith	C14	Exceptional	Kestrel Prime Blade	23.33
Lith	C14	Exceptional	Lavos Prime Blueprint	13
Lith	C14	Exceptional	Perigale Prime Receiver	13
Lith	C14	Exceptional	Sevagoth Prime Systems Blueprint	23.33
Lith	C14	Flawless	Cedo Prime Blueprint	6
Lith	C14	Flawless	Forma Blueprint	20
Lith	C14	Flawless	Kestrel Prime Blade	20
Lith	C14	Flawless	Lavos Prime Blueprint	17
Lith	C14	Flawless	Perigale Prime Receiver	17
Lith	C14	Flawless	Sevagoth Prime Systems Blueprint	20
Lith	C14	Intact	Cedo Prime Blueprint	2
Lith	C14	Intact	Forma Blueprint	25.33
Lith	C14	Intact	Kestrel Prime Blade	25.33
Lith	C14	Intact	Lavos Prime Blueprint	11
Lith	C14	Intact	Perigale Prime Receiver	11
Lith	C14	Intact	Sevagoth Prime Systems Blueprint	25.33
Lith	C14	Radiant	Cedo Prime Blueprint	10
Lith	C14	Radiant	Forma Blueprint	16.67
Lith	C14	Radiant	Kestrel Prime Blade	16.67
Lith	C14	Radiant	Lavos Prime Blueprint	20
Lith	C14	Radiant	Perigale Prime Receiver	20
Lith	C14	Radiant	Sevagoth Prime Systems Blueprint	16.67
Lith	C2	Exceptional	Akbolto Prime Barrel	13
Lith	C2	Exceptional	Bronco Prime Receiver	23.33
Lith	C2	Exceptional	Cernos Prime Lower Limb	4
Lith	C2	Exceptional	Nami Skyla Prime Handle	13
Lith	C2	Exceptional	Paris Prime Upper Limb	23.33
Lith	C2	Exceptional	Venka Prime Blades	23.33
Lith	C2	Flawless	Akbolto Prime Barrel	17
Lith	C2	Flawless	Bronco Prime Receiver	20
Lith	C2	Flawless	Cernos Prime Lower Limb	6
Lith	C2	Flawless	Nami Skyla Prime Handle	17
Lith	C2	Flawless	Paris Prime Upper Limb	20
Lith	C2	Flawless	Venka Prime Blades	20
Lith	C2	Intact	Akbolto Prime Barrel	11
Lith	C2	Intact	Bronco Prime Receiver	25.33
Lith	C2	Intact	Cernos Prime Lower Limb	2
Lith	C2	Intact	Nami Skyla Prime Handle	11
Lith	C2	Intact	Paris Prime Upper Limb	25.33
Lith	C2	Intact	Venka Prime Blades	25.33
Lith	C2	Radiant	Akbolto Prime Barrel	20
Lith	C2	Radiant	Bronco Prime Receiver	16.67
Lith	C2	Radiant	Cernos Prime Lower Limb	10
Lith	C2	Radiant	Nami Skyla Prime Handle	20
Lith	C2	Radiant	Paris Prime Upper Limb	16.67
Lith	C2	Radiant	Venka Prime Blades	16.67
Lith	C3	Exceptional	Braton Prime Blueprint	13
Lith	C3	Exceptional	Chroma Prime Neuroptics Blueprint	4
Lith	C3	Exceptional	Helios Prime Blueprint	13
Lith	C3	Exceptional	Lex Prime Blueprint	23.33
Lith	C3	Exceptional	Silva & Aegis Prime Hilt	23.33
Lith	C3	Exceptional	Sybaris Prime Blueprint	23.33
Lith	C3	Flawless	Braton Prime Blueprint	17
Lith	C3	Flawless	Chroma Prime Neuroptics Blueprint	6
Lith	C3	Flawless	Helios Prime Blueprint	17
Lith	C3	Flawless	Lex Prime Blueprint	20
Lith	C3	Flawless	Silva & Aegis Prime Hilt	20
Lith	C3	Flawless	Sybaris Prime Blueprint	20
Lith	C3	Intact	Braton Prime Blueprint	11
Lith	C3	Intact	Chroma Prime Neuroptics Blueprint	2
Lith	C3	Intact	Helios Prime Blueprint	11
Lith	C3	Intact	Lex Prime Blueprint	25.33
Lith	C3	Intact	Silva & Aegis Prime Hilt	25.33
Lith	C3	Intact	Sybaris Prime Blueprint	25.33
Lith	C3	Radiant	Braton Prime Blueprint	20
Lith	C3	Radiant	Chroma Prime Neuroptics Blueprint	10
Lith	C3	Radiant	Helios Prime Blueprint	20
Lith	C3	Radiant	Lex Prime Blueprint	16.67
Lith	C3	Radiant	Silva & Aegis Prime Hilt	16.67
Lith	C3	Radiant	Sybaris Prime Blueprint	16.67
Lith	C4	Exceptional	Braton Prime Stock	13
Lith	C4	Exceptional	Burston Prime Receiver	23.33
Lith	C4	Exceptional	Chroma Prime Neuroptics Blueprint	4
Lith	C4	Exceptional	Forma Blueprint	23.33
Lith	C4	Exceptional	Orthos Prime Blade	13
Lith	C4	Exceptional	Paris Prime Lower Limb	23.33
Lith	C4	Flawless	Braton Prime Stock	17
Lith	C4	Flawless	Burston Prime Receiver	20
Lith	C4	Flawless	Chroma Prime Neuroptics Blueprint	6
Lith	C4	Flawless	Forma Blueprint	20
Lith	C4	Flawless	Orthos Prime Blade	17
Lith	C4	Flawless	Paris Prime Lower Limb	20
Lith	C4	Intact	Braton Prime Stock	11
Lith	C4	Intact	Burston Prime Receiver	25.33
Lith	C4	Intact	Chroma Prime Neuroptics Blueprint	2
Lith	C4	Intact	Forma Blueprint	25.33
Lith	C4	Intact	Orthos Prime Blade	11
Lith	C4	Intact	Paris Prime Lower Limb	25.33
Lith	C4	Radiant	Braton Prime Stock	20
Lith	C4	Radiant	Burston Prime Receiver	16.67
Lith	C4	Radiant	Chroma Prime Neuroptics Blueprint	10
Lith	C4	Radiant	Forma Blueprint	16.67
Lith	C4	Radiant	Orthos Prime Blade	20
Lith	C4	Radiant	Paris Prime Lower Limb	16.67
Lith	C5	Exceptional	Cernos Prime Lower Limb	4
Lith	C5	Exceptional	Forma Blueprint	23.33
Lith	C5	Exceptional	Saryn Prime Neuroptics Blueprint	23.33
Lith	C5	Exceptional	Spira Prime Blueprint	23.33
Lith	C5	Exceptional	Valkyr Prime Neuroptics Blueprint	13
Lith	C5	Exceptional	Venka Prime Blueprint	13
Lith	C5	Flawless	Cernos Prime Lower Limb	6
Lith	C5	Flawless	Forma Blueprint	20
Lith	C5	Flawless	Saryn Prime Neuroptics Blueprint	20
Lith	C5	Flawless	Spira Prime Blueprint	20
Lith	C5	Flawless	Valkyr Prime Neuroptics Blueprint	17
Lith	C5	Flawless	Venka Prime Blueprint	17
Lith	C5	Intact	Cernos Prime Lower Limb	2
Lith	C5	Intact	Forma Blueprint	25.33
Lith	C5	Intact	Saryn Prime Neuroptics Blueprint	25.33
Lith	C5	Intact	Spira Prime Blueprint	25.33
Lith	C5	Intact	Valkyr Prime Neuroptics Blueprint	11
Lith	C5	Intact	Venka Prime Blueprint	11
Lith	C5	Radiant	Cernos Prime Lower Limb	10
Lith	C5	Radiant	Forma Blueprint	16.67
Lith	C5	Radiant	Saryn Prime Neuroptics Blueprint	16.67
Lith	C5	Radiant	Spira Prime Blueprint	16.67
Lith	C5	Radiant	Valkyr Prime Neuroptics Blueprint	20
Lith	C5	Radiant	Venka Prime Blueprint	20
Lith	C6	Exceptional	Braton Prime Receiver	13
Lith	C6	Exceptional	Corinth Prime Stock	4
Lith	C6	Exceptional	Equinox Prime Chassis Blueprint	23.33
Lith	C6	Exceptional	Fang Prime Blade	23.33
Lith	C6	Exceptional	Forma Blueprint	23.33
Lith	C6	Exceptional	Mesa Prime Blueprint	13
Lith	C6	Flawless	Braton Prime Receiver	17
Lith	C6	Flawless	Corinth Prime Stock	6
Lith	C6	Flawless	Equinox Prime Chassis Blueprint	20
Lith	C6	Flawless	Fang Prime Blade	20
Lith	C6	Flawless	Forma Blueprint	20
Lith	C6	Flawless	Mesa Prime Blueprint	17
Lith	C6	Intact	Braton Prime Receiver	11
Lith	C6	Intact	Corinth Prime Stock	2
Lith	C6	Intact	Equinox Prime Chassis Blueprint	25.33
Lith	C6	Intact	Fang Prime Blade	25.33
Lith	C6	Intact	Forma Blueprint	25.33
Lith	C6	Intact	Mesa Prime Blueprint	11
Lith	C6	Radiant	Braton Prime Receiver	20
Lith	C6	Radiant	Corinth Prime Stock	10
Lith	C6	Radiant	Equinox Prime Chassis Blueprint	16.67
Lith	C6	Radiant	Fang Prime Blade	16.67
Lith	C6	Radiant	Forma Blueprint	16.67
Lith	C6	Radiant	Mesa Prime Blueprint	20
Lith	C7	Exceptional	Cernos Prime Lower Limb	4
Lith	C7	Exceptional	Forma Blueprint	23.33
Lith	C7	Exceptional	Hikou Prime Pouch	23.33
Lith	C7	Exceptional	Nyx Prime Systems Blueprint	13
Lith	C7	Exceptional	Scindo Prime Blueprint	13
Lith	C7	Exceptional	Valkyr Prime Blueprint	23.33
Lith	C7	Flawless	Cernos Prime Lower Limb	6
Lith	C7	Flawless	Forma Blueprint	20
Lith	C7	Flawless	Hikou Prime Pouch	20
Lith	C7	Flawless	Nyx Prime Systems Blueprint	17
Lith	C7	Flawless	Scindo Prime Blueprint	17
Lith	C7	Flawless	Valkyr Prime Blueprint	20
Lith	C7	Intact	Cernos Prime Lower Limb	2
Lith	C7	Intact	Forma Blueprint	25.33
Lith	C7	Intact	Hikou Prime Pouch	25.33
Lith	C7	Intact	Nyx Prime Systems Blueprint	11
Lith	C7	Intact	Scindo Prime Blueprint	11
Lith	C7	Intact	Valkyr Prime Blueprint	25.33
Lith	C7	Radiant	Cernos Prime Lower Limb	10
Lith	C7	Radiant	Forma Blueprint	16.67
Lith	C7	Radiant	Hikou Prime Pouch	16.67
Lith	C7	Radiant	Nyx Prime Systems Blueprint	20
Lith	C7	Radiant	Scindo Prime Blueprint	20
Lith	C7	Radiant	Valkyr Prime Blueprint	16.67
Lith	C8	Exceptional	2X Forma Blueprint	13
Lith	C8	Exceptional	Burston Prime Receiver	23.33
Lith	C8	Exceptional	Chroma Prime Neuroptics Blueprint	4
Lith	C8	Exceptional	Rubico Prime Stock	13
Lith	C8	Exceptional	Tiberon Prime Blueprint	23.33
Lith	C8	Exceptional	Zephyr Prime Neuroptics Blueprint	23.33
Lith	C8	Flawless	2X Forma Blueprint	17
Lith	C8	Flawless	Burston Prime Receiver	20
Lith	C8	Flawless	Chroma Prime Neuroptics Blueprint	6
Lith	C8	Flawless	Rubico Prime Stock	17
Lith	C8	Flawless	Tiberon Prime Blueprint	20
Lith	C8	Flawless	Zephyr Prime Neuroptics Blueprint	20
Lith	C8	Intact	2X Forma Blueprint	11
Lith	C8	Intact	Burston Prime Receiver	25.33
Lith	C8	Intact	Chroma Prime Neuroptics Blueprint	2
Lith	C8	Intact	Rubico Prime Stock	11
Lith	C8	Intact	Tiberon Prime Blueprint	25.33
Lith	C8	Intact	Zephyr Prime Neuroptics Blueprint	25.33
Lith	C8	Radiant	2X Forma Blueprint	20
Lith	C8	Radiant	Burston Prime Receiver	16.67
Lith	C8	Radiant	Chroma Prime Neuroptics Blueprint	10
Lith	C8	Radiant	Rubico Prime Stock	20
Lith	C8	Radiant	Tiberon Prime Blueprint	16.67
Lith	C8	Radiant	Zephyr Prime Neuroptics Blueprint	16.67
Lith	C9	Exceptional	Braton Prime Barrel	23.33
Lith	C9	Exceptional	Corinth Prime Stock	4
Lith	C9	Exceptional	Octavia Prime Systems Blueprint	23.33
Lith	C9	Exceptional	Pandero Prime Barrel	13
Lith	C9	Exceptional	Paris Prime Upper Limb	23.33
Lith	C9	Exceptional	Scourge Prime Handle	13
Lith	C9	Flawless	Braton Prime Barrel	20
Lith	C9	Flawless	Corinth Prime Stock	6
Lith	C9	Flawless	Octavia Prime Systems Blueprint	20
Lith	C9	Flawless	Pandero Prime Barrel	17
Lith	C9	Flawless	Paris Prime Upper Limb	20
Lith	C9	Flawless	Scourge Prime Handle	17
Lith	C9	Intact	Braton Prime Barrel	25.33
Lith	C9	Intact	Corinth Prime Stock	2
Lith	C9	Intact	Octavia Prime Systems Blueprint	25.33
Lith	C9	Intact	Pandero Prime Barrel	11
Lith	C9	Intact	Paris Prime Upper Limb	25.33
Lith	C9	Intact	Scourge Prime Handle	11
Lith	C9	Radiant	Braton Prime Barrel	16.67
Lith	C9	Radiant	Corinth Prime Stock	10
Lith	C9	Radiant	Octavia Prime Systems Blueprint	16.67
Lith	C9	Radiant	Pandero Prime Barrel	20
Lith	C9	Radiant	Paris Prime Upper Limb	16.67
Lith	C9	Radiant	Scourge Prime Handle	20
Lith	D1	Exceptional	Atlas Prime Blueprint	23.33
Lith	D1	Exceptional	Burston Prime Receiver	23.33
Lith	D1	Exceptional	Dethcube Prime Blueprint	4
Lith	D1	Exceptional	Lex Prime Receiver	23.33
Lith	D1	Exceptional	Mesa Prime Blueprint	13
Lith	D1	Exceptional	Ninkondi Prime Chain	13
Lith	D1	Flawless	Atlas Prime Blueprint	20
Lith	D1	Flawless	Burston Prime Receiver	20
Lith	D1	Flawless	Dethcube Prime Blueprint	6
Lith	D1	Flawless	Lex Prime Receiver	20
Lith	D1	Flawless	Mesa Prime Blueprint	17
Lith	D1	Flawless	Ninkondi Prime Chain	17
Lith	D1	Intact	Atlas Prime Blueprint	25.33
Lith	D1	Intact	Burston Prime Receiver	25.33
Lith	D1	Intact	Dethcube Prime Blueprint	2
Lith	D1	Intact	Lex Prime Receiver	25.33
Lith	D1	Intact	Mesa Prime Blueprint	11
Lith	D1	Intact	Ninkondi Prime Chain	11
Lith	D1	Radiant	Atlas Prime Blueprint	16.67
Lith	D1	Radiant	Burston Prime Receiver	16.67
Lith	D1	Radiant	Dethcube Prime Blueprint	10
Lith	D1	Radiant	Lex Prime Receiver	16.67
Lith	D1	Radiant	Mesa Prime Blueprint	20
Lith	D1	Radiant	Ninkondi Prime Chain	20
Lith	D2	Exceptional	Dethcube Prime Cerebrum	4
Lith	D2	Exceptional	Equinox Prime Chassis Blueprint	23.33
Lith	D2	Exceptional	Fang Prime Handle	13
Lith	D2	Exceptional	Forma Blueprint	23.33
Lith	D2	Exceptional	Redeemer Prime Blueprint	13
Lith	D2	Exceptional	Wukong Prime Neuroptics Blueprint	23.33
Lith	D2	Flawless	Dethcube Prime Cerebrum	6
Lith	D2	Flawless	Equinox Prime Chassis Blueprint	20
Lith	D2	Flawless	Fang Prime Handle	17
Lith	D2	Flawless	Forma Blueprint	20
Lith	D2	Flawless	Redeemer Prime Blueprint	17
Lith	D2	Flawless	Wukong Prime Neuroptics Blueprint	20
Lith	D2	Intact	Dethcube Prime Cerebrum	2
Lith	D2	Intact	Equinox Prime Chassis Blueprint	25.33
Lith	D2	Intact	Fang Prime Handle	11
Lith	D2	Intact	Forma Blueprint	25.33
Lith	D2	Intact	Redeemer Prime Blueprint	11
Lith	D2	Intact	Wukong Prime Neuroptics Blueprint	25.33
Lith	D2	Radiant	Dethcube Prime Cerebrum	10
Lith	D2	Radiant	Equinox Prime Chassis Blueprint	16.67
Lith	D2	Radiant	Fang Prime Handle	20
Lith	D2	Radiant	Forma Blueprint	16.67
Lith	D2	Radiant	Redeemer Prime Blueprint	20
